user_id,campaign_id,click_time,ad_impressions,ad_clicks,ad_spend,engagement_duration
26,51,2023-10-20,100,5,12.05,7
282,63,2023-03-20,106,5,12.1,1
28,47,2023-01-02,86,4,10.46,8
219,12,2023-05-31,105,6,8.36,25
422,85,2023-11-17,95,11,9.0,4
308,62,2023-04-13,114,6,7.94,14
50,4,2023-04-16,93,4,9.2,14
88,82,2023-05-30,121,6,11.76,75
42,61,2023-03-01,77,6,6.63,62
158,51,2023-08-30,119,5,3.06,63
251,85,2023-05-16,99,6,10.23,3
47,83,2023-10-06,91,5,10.28,17
199,24,2023-07-09,110,6,3.19,35
454,49,2023-07-09,98,6,8.25,74
96,58,,87,0,0.0,0
135,57,2023-08-27,84,3,3.11,13
135,29,2023-05-18,98,4,10.1,23
289,8,2023-03-19,107,4,3.0,6
386,90,2023-12-08,100,3,3.92,12
50,11,2023-12-09,96,6,14.33,27
177,70,2023-07-31,104,6,11.31,128
498,97,2023-10-29,107,8,8.31,3
117,71,2023-02-01,99,7,11.27,29
431,50,2023-09-25,101,6,15.42,5
215,69,2023-12-18,103,3,2.43,58
444,61,2023-10-21,97,3,6.51,14
452,31,2023-09-01,104,8,11.79,15
154,11,2023-07-22,99,7,19.76,12
463,92,2023-01-18,113,9,10.03,38
258,74,,93,0,0.0,0
410,74,2023-12-13,95,7,14.16,67
318,19,2023-03-03,93,4,2.12,16
487,97,2023-08-18,105,7,13.5,2
89,22,2023-04-19,86,3,2.1,8
414,25,2023-03-06,101,6,12.66,12
22,55,2023-02-10,108,6,11.3,0
350,56,2023-04-14,106,9,22.9,39
422,81,2023-03-17,92,4,6.77,7
428,77,2023-05-13,100,10,7.7,134
164,94,2023-02-04,116,7,11.13,34
45,50,2023-10-12,95,5,8.73,21
204,71,2023-06-16,93,2,1.26,2
439,36,2023-09-24,82,6,3.58,32
235,2,2023-12-25,93,4,5.06,14
320,76,2023-09-25,96,2,5.98,5
401,54,2023-02-27,95,4,10.33,12
213,20,2023-03-17,107,8,18.71,9
291,76,2023-10-26,88,9,10.28,27
389,13,2023-02-24,102,5,12.74,19
289,100,2023-02-21,75,4,11.51,39
403,37,2023-10-02,91,3,8.42,28
451,45,2023-07-30,109,5,8.3,7
136,50,2023-12-02,100,3,8.15,20
249,74,2023-11-08,98,4,9.41,30
243,5,2023-03-30,108,3,4.03,9
142,52,2023-03-15,95,4,3.38,10
317,78,2023-12-15,103,2,3.44,12
356,52,2023-01-20,100,4,2.86,55
203,43,2023-12-20,96,6,7.86,37
122,7,2023-09-01,87,2,5.06,2
472,35,2023-07-10,101,5,6.57,16
11,44,2023-06-05,114,7,19.16,17
160,36,2023-09-09,126,7,15.92,105
440,90,2023-12-17,92,5,5.86,37
51,30,2023-03-10,101,4,6.81,19
154,96,2023-08-15,97,9,16.01,59
397,42,2023-05-18,97,4,6.09,15
374,54,2023-11-06,101,3,5.22,2
331,12,2023-04-07,87,5,10.74,12
227,28,2023-07-28,116,7,9.95,112
380,63,2023-09-22,110,3,3.53,5
445,48,2023-01-29,93,1,0.69,1
264,21,2023-02-03,90,6,11.45,0
160,91,2023-09-17,98,2,4.38,12
207,18,,107,0,0.0,0
451,73,2023-01-15,116,9,22.72,81
89,25,2023-04-13,84,8,17.57,33
429,8,2023-05-08,121,7,11.84,94
17,59,2023-01-26,82,5,12.4,21
471,47,2023-12-27,80,1,1.32,3
102,36,2023-07-08,116,3,2.2,13
422,60,2023-09-16,101,8,22.55,20
204,82,2023-03-05,114,7,11.83,4
349,4,2023-05-04,118,7,9.93,0
191,63,2023-11-01,85,5,6.68,29
229,23,2023-08-31,106,5,13.94,16
301,71,2023-06-29,98,4,2.42,20
177,21,2023-05-13,92,6,7.91,8
384,89,2023-02-16,89,2,3.27,7
146,4,2023-07-17,106,7,4.28,12
26,21,2023-10-20,93,3,3.82,11
400,28,2023-04-24,105,6,8.04,10
332,29,2023-12-13,101,2,3.09,28
106,35,2023-11-30,107,8,18.65,37
210,66,2023-01-11,110,4,7.12,15
443,100,2023-12-16,101,9,24.8,93
5,61,2023-03-09,85,4,10.47,14
332,23,2023-11-04,108,4,9.32,3
411,2,2023-04-25,96,4,9.08,9
130,78,2023-06-06,102,7,9.97,36
365,91,2023-11-26,107,8,16.32,22
141,55,2023-07-12,108,4,10.1,23
437,45,2023-08-24,108,7,10.26,8
130,28,2023-08-27,94,6,11.12,55
155,87,2023-09-24,108,13,30.95,129
423,80,2023-07-23,104,3,4.11,31
300,14,2023-01-04,90,6,15.53,5
262,85,2023-07-11,112,6,15.45,16
288,83,2023-11-01,90,4,7.31,32
312,37,2023-06-02,109,7,6.86,1
351,14,2023-09-04,113,4,8.95,10
33,44,2023-05-22,113,1,1.25,4
328,42,2023-05-22,96,7,19.47,10
134,84,2023-12-31,99,9,26.97,12
488,84,2023-06-02,107,1,0.52,3
97,20,2023-09-22,100,6,7.41,24
392,31,2023-01-30,94,4,4.32,15
413,77,2023-07-26,90,2,4.35,14
339,41,2023-12-15,86,2,3.99,3
72,93,2023-01-14,101,8,14.98,34
336,64,2023-06-01,97,6,7.28,55
133,54,2023-07-27,98,7,6.81,42
199,95,2023-01-19,94,3,6.94,3
299,91,2023-10-20,89,3,4.35,9
418,25,2023-06-25,106,4,6.49,19
372,92,2023-04-24,88,7,7.98,16
352,69,2023-11-23,113,5,11.05,0
402,61,2023-12-10,107,7,20.21,91
184,65,2023-06-03,116,5,8.31,29
433,22,2023-12-03,114,9,22.84,173
449,72,2023-04-03,114,3,2.34,5
151,13,2023-08-30,103,8,16.48,0
66,95,2023-05-13,90,4,7.01,0
372,72,2023-04-04,95,5,8.3,17
485,88,2023-06-21,98,3,5.37,19
336,12,2023-04-24,102,4,6.64,1
182,29,2023-06-07,103,3,5.58,11
216,43,2023-07-10,82,5,4.86,15
134,75,2023-05-31,107,5,6.53,23
238,16,2023-08-29,120,3,4.96,33
28,82,2023-10-26,122,10,14.08,93
298,80,2023-02-06,98,6,14.62,1
242,25,2023-09-14,103,4,5.48,12
62,88,2023-07-15,95,3,1.75,9
272,39,2023-07-31,124,10,23.33,50
28,20,2023-03-12,104,3,5.29,17
103,44,2023-07-29,102,2,4.45,7
292,59,2023-03-15,96,5,13.64,17
162,92,2023-04-03,111,3,1.96,0
399,11,2023-09-07,96,6,14.14,1
171,81,2023-04-01,91,5,4.31,3
161,82,2023-01-30,121,4,6.07,8
3,58,2023-05-21,109,3,7.04,7
108,98,2023-03-28,93,4,5.43,5
296,98,2023-03-23,97,6,5.56,1
251,98,2023-02-15,104,7,12.14,8
67,79,2023-08-11,107,4,11.03,2
325,55,2023-07-26,107,5,3.39,12
220,62,2023-07-16,107,4,7.95,41
3,5,2023-10-01,77,2,4.48,1
103,94,2023-07-11,105,3,8.52,0
487,2,2023-06-14,98,5,8.76,9
388,68,2023-04-08,87,5,12.28,18
10,87,2023-01-03,103,4,3.62,5
321,94,2023-05-08,91,5,14.31,5
116,89,2023-06-26,104,5,5.69,7
160,17,2023-02-22,74,5,3.09,6
197,65,2023-10-29,106,5,11.23,12
157,22,2023-02-03,88,5,14.35,1
422,6,2023-06-02,100,5,2.8,9
486,38,2023-08-22,110,5,6.07,8
373,67,2023-11-02,97,9,14.37,22
269,44,2023-08-11,112,6,6.46,40
455,88,2023-03-10,101,7,7.26,44
176,63,2023-07-03,110,3,1.52,8
385,25,2023-03-26,96,3,7.95,4
486,52,2023-01-10,91,4,4.15,6
117,29,2023-03-09,89,6,9.93,37
109,94,2023-01-12,107,10,25.53,11
302,65,2023-03-28,90,2,4.74,6
64,47,2023-12-31,109,6,13.3,0
334,5,2023-07-12,94,1,0.58,9
449,82,2023-05-11,105,6,14.89,10
395,69,2023-11-16,95,5,12.11,6
25,77,2023-01-25,93,10,9.94,42
339,14,2023-12-01,118,11,31.56,118
429,3,2023-01-25,91,6,17.79,5
354,15,2023-08-02,108,3,4.66,23
228,49,2023-03-05,99,11,16.48,52
281,33,2023-08-31,96,6,17.07,23
360,20,2023-04-16,108,4,7.02,0
356,88,2023-11-19,92,1,1.16,3
5,39,2023-08-04,102,6,9.22,79
339,13,2023-12-06,109,3,6.57,12
267,35,2023-11-15,109,6,17.8,22
311,90,2023-03-12,86,3,7.33,47
215,14,2023-09-19,106,5,7.06,10
369,80,2023-03-02,104,6,5.98,20
145,15,2023-02-24,109,6,14.57,32
255,26,2023-11-08,97,3,8.97,1
103,100,2023-05-15,92,6,15.88,143
426,67,2023-04-14,94,2,3.03,18
184,91,2023-07-29,96,5,10.57,90
152,21,2023-01-21,79,6,10.22,2
281,64,2023-04-17,102,3,7.87,11
353,62,2023-06-19,119,7,3.59,19
121,1,2023-01-07,89,4,4.63,4
344,12,2023-02-26,103,2,2.86,12
428,74,2023-12-09,102,5,7.07,68
253,20,2023-02-16,79,6,15.06,6
400,66,2023-02-08,94,2,5.06,12
371,93,2023-02-21,107,7,15.4,62
464,33,2023-11-26,75,3,2.62,12
119,59,2023-06-01,117,8,4.0,7
136,60,2023-01-26,116,6,9.77,83
52,23,2023-01-21,86,1,1.58,1
437,38,2023-07-04,113,6,10.98,2
411,87,2023-06-10,111,4,2.03,7
219,95,2023-03-01,85,5,13.43,34
49,98,2023-01-24,120,1,2.15,1
5,18,2023-12-06,92,3,5.34,8
332,22,2023-06-18,100,4,4.51,3
184,57,2023-11-15,95,6,13.0,7
138,94,2023-02-17,102,5,9.37,16
191,44,2023-04-04,102,2,4.75,1
59,52,2023-07-24,125,6,5.79,19
493,59,2023-05-20,104,6,7.68,72
428,50,2023-12-20,113,4,4.93,0
436,62,2023-08-04,110,4,6.71,34
333,22,2023-02-27,87,7,20.07,17
68,90,2023-01-31,91,4,3.76,18
483,21,2023-02-23,99,1,2.11,7
214,76,2023-09-05,95,1,0.52,1
411,73,2023-12-14,85,2,1.14,24
225,24,2023-11-09,115,7,3.59,146
195,100,2023-07-03,105,8,9.83,33
314,4,2023-12-17,85,2,2.12,8
451,94,2023-03-08,108,4,2.01,28
248,63,2023-02-27,99,4,7.25,12
455,53,2023-08-14,98,5,6.46,7
24,9,2023-05-14,91,5,11.02,34
336,41,2023-01-07,100,8,20.15,40
361,87,2023-09-26,93,4,2.57,76
393,96,2023-10-23,103,6,10.46,0
371,73,2023-04-25,103,5,11.97,6
490,86,2023-06-23,91,4,10.47,35
266,67,2023-12-19,96,6,6.62,5
359,80,2023-02-18,106,4,7.12,7
222,85,2023-05-08,89,1,2.26,3
247,45,2023-12-06,84,2,4.06,0
347,83,2023-07-17,108,4,10.91,25
77,72,2023-11-10,82,4,10.47,18
28,2,2023-11-26,92,4,2.39,0
479,21,2023-09-16,86,4,7.53,0
435,61,2023-09-11,99,4,8.25,30
446,22,2023-02-08,109,8,11.83,87
385,63,2023-06-14,92,2,4.98,5
124,43,2023-05-23,91,7,18.09,28
26,65,2023-04-25,103,4,11.15,2
282,83,2023-07-13,98,5,8.22,18
207,31,2023-02-10,87,3,2.88,1
236,57,2023-10-21,108,6,13.91,34
230,12,2023-09-13,99,4,8.4,13
229,41,2023-03-02,89,5,6.27,0
255,96,2023-12-01,114,9,20.64,64
10,14,2023-07-26,90,4,3.72,7
212,5,2023-10-13,95,3,7.41,2
282,1,2023-02-16,86,7,17.22,34
406,78,2023-11-13,94,2,4.39,12
327,39,2023-09-18,128,2,3.73,12
288,27,2023-12-02,109,4,7.13,8
344,59,2023-06-24,112,7,13.66,51
187,7,2023-04-25,95,3,5.6,3
433,59,2023-06-19,99,4,11.67,3
287,99,2023-11-14,92,4,11.35,0
308,61,2023-12-03,102,8,5.68,45
187,92,2023-08-20,105,9,23.02,1
59,13,2023-12-04,99,4,6.51,9
114,1,2023-06-24,98,2,5.61,6
182,82,2023-05-30,104,4,6.3,10
281,67,2023-07-11,96,7,5.41,4
360,14,2023-01-24,98,5,4.3,18
460,22,2023-09-10,105,10,26.85,22
72,92,2023-07-29,116,3,8.98,4
55,33,2023-11-09,92,3,8.82,4
101,25,2023-03-03,123,7,12.81,22
477,51,2023-04-21,91,3,5.65,4
235,25,2023-06-23,124,4,4.42,10
56,97,2023-08-01,92,7,15.96,30
24,82,2023-12-11,84,2,4.93,2
302,16,2023-08-19,98,7,5.71,29
235,85,2023-10-29,88,7,11.11,23
490,65,2023-03-10,118,6,11.67,35
494,64,2023-01-03,85,4,2.72,30
272,95,2023-01-25,96,5,13.5,54
284,56,2023-10-27,110,6,12.09,13
248,66,2023-04-01,116,5,14.97,17
355,75,2023-03-30,89,6,14.65,46
375,17,2023-02-23,106,8,21.87,8
199,85,2023-11-04,114,6,11.18,1
311,42,2023-09-16,108,6,10.54,20
452,50,2023-08-03,89,2,1.98,36
312,89,2023-05-08,88,5,10.13,4
141,51,2023-06-25,109,4,4.89,55
497,38,2023-08-20,111,3,4.64,12
413,18,2023-03-12,90,5,6.59,37
212,78,2023-12-25,111,8,6.07,72
454,96,2023-09-20,88,5,8.4,59
154,90,2023-10-08,96,5,8.2,10
441,41,2023-12-31,106,8,23.46,12
378,71,2023-11-20,107,6,10.14,152
112,26,2023-04-18,110,4,5.7,0
320,92,2023-05-29,101,5,14.68,60
352,45,2023-12-11,89,4,5.61,32
68,91,2023-11-29,101,7,17.6,4
500,23,2023-09-15,106,4,2.5,13
278,89,2023-11-23,96,6,14.54,8
166,91,2023-03-01,104,4,2.09,5
390,46,2023-10-15,87,2,3.64,8
246,75,2023-10-20,94,1,0.57,6
483,86,2023-12-30,94,4,6.53,14
214,87,2023-10-01,106,3,5.67,5
147,55,2023-01-07,98,5,10.25,19
268,14,2023-01-13,107,5,10.99,51
196,19,2023-01-28,98,6,11.74,2
344,8,2023-04-13,115,7,16.78,107
137,97,2023-03-24,78,3,3.98,1
147,88,2023-05-09,102,2,4.06,13
75,8,2023-12-20,97,7,8.69,6
402,38,2023-04-15,98,5,9.79,34
386,70,2023-01-17,100,7,8.92,124
184,58,2023-02-22,84,1,2.26,9
316,87,2023-10-15,98,5,10.38,46
443,29,2023-11-28,94,8,22.02,150
288,50,2023-05-02,115,8,12.2,187
262,90,2023-05-28,99,5,6.52,1
355,86,2023-01-25,115,3,7.33,14
475,49,2023-07-18,97,7,15.75,27
214,88,2023-06-10,103,5,4.92,5
495,71,2023-01-28,105,5,5.1,26
7,96,2023-05-09,113,8,14.73,55
104,80,2023-08-15,87,4,7.11,52
425,29,2023-11-21,113,3,4.18,5
361,91,2023-11-28,103,9,19.21,81
189,97,2023-10-29,101,5,9.44,33
280,95,2023-11-05,91,4,11.59,11
101,100,2023-04-10,108,4,7.72,44
151,58,2023-04-01,99,3,2.06,33
350,10,2023-04-06,105,7,18.28,29
493,23,2023-09-21,96,4,7.39,11
62,49,2023-01-21,102,2,5.41,5
220,36,,103,0,0.0,0
136,17,2023-03-24,85,3,3.03,3
300,33,2023-01-03,113,4,4.85,12
170,60,2023-12-30,124,8,12.79,14
480,20,2023-01-21,99,7,7.76,45
79,42,2023-11-02,90,6,17.52,19
27,100,2023-11-17,107,3,4.82,2
316,85,2023-06-04,103,5,10.78,3
252,74,2023-10-09,102,9,21.65,161
184,10,2023-12-29,73,2,1.06,2
163,68,2023-04-23,105,5,13.6,29
490,24,2023-09-24,97,4,3.77,20
35,65,2023-03-23,96,6,12.16,13
213,70,2023-10-02,91,4,4.25,4
207,12,2023-06-28,89,3,5.45,9
114,28,2023-12-06,102,8,13.02,0
170,43,2023-07-04,98,5,10.64,4
151,28,2023-11-13,104,7,9.43,43
272,61,2023-10-15,77,5,5.34,39
422,97,2023-11-29,104,4,6.82,18
5,15,2023-12-09,99,4,4.02,4
178,58,2023-05-04,108,3,8.69,10
464,83,2023-11-11,117,7,4.99,8
471,80,2023-05-05,95,4,10.19,2
491,6,2023-12-16,89,4,5.49,28
454,42,2023-07-15,84,6,4.0,85
469,15,2023-07-17,94,6,11.94,31
132,70,2023-05-25,108,8,18.11,34
13,67,2023-07-11,114,4,6.3,13
264,66,2023-08-17,87,4,2.26,51
250,6,2023-06-01,112,4,3.22,9
460,84,2023-04-09,92,9,17.44,99
165,66,2023-02-12,104,8,13.43,81
486,13,2023-03-27,94,7,13.78,76
498,99,2023-10-03,120,6,8.62,29
274,1,2023-11-17,109,6,13.63,4
34,27,2023-12-10,110,9,12.14,5
323,100,2023-04-20,100,9,5.37,63
443,88,2023-08-06,101,2,4.11,8
428,14,2023-04-16,93,3,4.87,11
276,90,2023-08-11,85,3,2.11,7
332,10,2023-12-18,103,6,3.83,10
79,4,2023-08-24,110,8,5.84,71
368,43,2023-01-20,96,3,2.0,3
45,10,2023-01-28,87,4,7.89,31
92,33,2023-10-13,105,5,8.42,13
37,74,2023-04-27,111,1,2.13,1
467,34,2023-07-28,114,3,2.3,10
199,58,2023-11-19,103,6,11.92,11
208,56,2023-06-11,91,4,7.77,41
9,50,2023-12-11,113,4,9.75,11
61,69,2023-01-04,90,1,2.06,5
329,93,2023-11-13,94,4,8.8,1
33,97,2023-10-27,118,15,13.93,110
24,90,2023-02-07,91,7,18.53,18
184,65,2023-02-24,106,8,10.3,29
149,88,2023-06-04,100,8,7.32,6
311,12,2023-05-25,102,3,4.43,43
392,57,2023-07-15,92,6,9.72,83
203,85,2023-01-16,107,6,13.39,26
243,21,2023-10-01,114,4,4.14,0
113,18,2023-07-20,105,6,15.74,19
408,70,2023-06-01,113,9,20.22,13
492,82,2023-03-15,102,3,5.93,5
153,87,2023-11-28,104,6,8.35,21
192,2,2023-10-11,92,8,17.41,107
448,72,2023-03-14,97,6,3.63,71
64,6,2023-01-03,99,5,4.37,15
294,77,2023-07-21,111,4,2.02,10
276,71,2023-02-13,107,9,18.19,13
157,27,2023-06-26,118,6,13.43,77
109,53,2023-11-27,106,6,3.6,14
436,66,2023-03-14,97,1,0.83,5
83,24,2023-04-24,95,8,7.34,50
316,33,2023-04-10,108,8,20.26,1
59,24,2023-12-10,84,3,5.32,11
410,73,2023-01-28,93,4,2.46,7
436,97,2023-10-09,101,4,3.31,34
237,83,2023-10-09,96,6,8.88,70
38,38,2023-12-10,102,6,17.29,47
35,33,2023-02-20,74,3,3.86,18
102,93,2023-10-25,111,11,13.0,114
250,43,2023-07-02,108,7,5.32,54
66,86,2023-12-02,101,6,12.62,7
121,13,2023-05-26,102,8,14.58,56
318,9,2023-04-10,98,3,4.28,15
163,63,2023-08-19,111,5,13.14,37
169,79,2023-12-04,94,6,11.45,5
157,89,2023-10-27,94,6,17.79,43
79,73,2023-10-18,121,8,4.4,44
187,41,2023-08-08,99,7,18.45,0
87,1,2023-06-10,103,5,12.9,9
127,29,2023-12-31,121,7,15.26,10
379,83,2023-08-12,95,6,7.94,22
142,47,2023-03-10,80,4,2.86,37
348,94,2023-06-19,102,10,21.05,1
450,62,2023-08-25,109,6,17.85,2
229,46,2023-06-06,105,6,12.11,4
250,71,2023-02-25,91,2,2.33,18
90,83,2023-11-07,95,8,8.54,19
42,36,2023-03-13,103,8,22.31,59
457,69,2023-04-11,91,4,3.42,24
135,94,2023-11-17,105,7,7.85,19
40,94,2023-02-08,105,5,3.32,12
457,3,2023-09-17,97,6,17.14,9
324,4,2023-10-25,98,5,3.88,24
297,52,2023-10-30,90,4,10.76,12
109,5,2023-10-10,93,7,6.49,19
134,70,2023-10-04,90,4,5.51,8
242,84,2023-03-18,112,7,19.2,81
188,51,2023-04-25,95,1,1.44,11
457,99,2023-10-29,93,3,6.09,8
376,38,2023-03-10,105,9,10.45,7
238,65,2023-09-19,84,2,1.69,3
47,51,2023-07-06,93,7,16.82,10
258,2,2023-12-06,95,6,11.82,11
123,79,2023-12-17,101,2,1.06,6
85,97,2023-09-21,87,3,4.75,3
72,58,2023-03-23,101,1,0.63,15
92,73,2023-10-17,88,2,1.54,7
338,19,2023-09-05,99,9,22.04,41
481,46,2023-01-21,99,9,18.07,38
113,98,2023-09-07,92,8,10.27,23
119,9,2023-05-16,86,1,2.58,0
190,30,2023-01-22,114,3,5.74,5
343,27,2023-09-23,89,4,5.99,3
465,47,2023-07-18,97,4,11.52,58
241,59,2023-01-24,88,7,10.37,0
21,84,2023-06-15,93,6,5.0,3
53,91,2023-09-24,117,6,14.54,16
325,36,2023-05-15,108,4,9.29,10
297,70,2023-10-19,117,4,9.98,11
90,49,2023-12-01,117,7,11.67,9
194,47,2023-10-28,90,6,12.08,35
335,10,2023-09-22,93,1,2.54,22
129,49,2023-04-25,97,3,6.39,14
265,52,2023-06-30,109,7,15.54,13
419,45,2023-09-07,101,5,13.51,13
406,62,2023-11-06,111,4,7.81,14
4,65,2023-03-13,97,4,2.73,2
226,22,2023-04-28,97,8,11.51,56
40,66,2023-11-26,101,4,11.42,15
144,28,2023-03-18,111,3,6.55,0
96,21,2023-07-05,99,6,17.69,18
309,92,2023-03-02,110,5,14.13,55
339,30,2023-08-01,109,6,6.36,17
416,43,2023-02-28,99,8,12.29,0
247,87,2023-09-03,113,6,3.37,15
246,27,2023-10-30,98,8,21.39,10
83,83,2023-07-30,83,3,6.54,0
12,32,2023-01-23,87,3,7.93,0
66,74,2023-10-31,98,3,6.07,19
83,18,2023-11-19,94,5,7.36,20
263,6,2023-10-21,102,4,5.43,10
76,8,2023-03-27,108,9,11.11,24
133,24,2023-09-22,109,6,3.8,15
491,52,2023-11-03,94,6,8.11,23
497,73,2023-11-23,111,3,4.05,6
10,93,2023-12-05,112,7,14.48,16
421,37,2023-02-13,88,7,15.5,0
111,58,2023-11-07,91,5,11.96,2
242,62,2023-03-29,111,7,20.5,3
113,53,2023-11-04,115,5,13.14,59
74,75,2023-04-04,100,6,15.49,3
320,85,2023-09-19,110,5,7.8,17
136,22,2023-12-18,121,10,9.51,64
176,59,2023-11-02,110,6,11.47,59
303,9,2023-04-28,111,8,12.28,11
194,50,2023-03-09,113,8,9.27,0
56,3,2023-04-14,100,6,7.14,17
268,65,2023-12-17,83,6,5.27,31
215,20,2023-11-07,117,8,6.18,11
50,23,2023-09-01,115,6,12.96,16
462,79,2023-11-04,105,8,10.72,13
20,69,2023-09-15,113,6,4.96,7
386,16,2023-02-17,105,7,20.12,57
247,85,2023-03-08,96,4,3.67,0
462,78,2023-10-04,97,3,3.05,52
424,1,2023-12-14,95,8,6.79,32
333,56,2023-09-25,93,1,0.79,0
216,48,2023-01-23,108,4,6.18,52
358,68,2023-08-08,116,9,11.69,21
118,62,2023-07-15,103,5,7.51,107
180,76,2023-12-23,110,7,8.22,3
295,13,2023-08-06,96,1,2.54,2
69,33,2023-09-02,102,3,8.17,14
393,30,2023-02-12,96,7,20.98,34
146,77,2023-10-06,109,4,7.74,35
210,33,2023-04-07,106,4,3.44,5
3,91,2023-01-04,116,4,5.1,19
296,67,2023-03-02,101,3,3.28,10
267,1,2023-07-12,99,6,7.93,31
336,27,2023-12-19,93,6,16.92,9
412,41,2023-07-29,95,8,22.03,3
186,14,2023-03-21,87,2,2.73,1
219,84,2023-10-27,103,3,6.67,7
130,34,2023-10-02,91,2,4.48,2
217,73,2023-07-07,94,7,12.14,29
314,36,2023-12-15,102,3,7.09,2
204,97,2023-04-15,85,3,3.8,9
212,71,2023-10-13,98,5,10.55,31
248,23,2023-07-09,94,4,5.07,83
287,72,2023-09-05,110,1,0.61,1
130,40,2023-10-23,86,6,14.05,7
177,100,2023-12-28,97,7,18.18,84
204,95,2023-03-12,100,2,3.83,2
438,85,2023-03-02,98,3,1.89,0
383,30,2023-08-17,62,1,1.1,1
401,90,2023-03-24,87,7,15.37,12
52,28,2023-09-18,102,6,13.0,61
206,44,2023-10-09,113,5,10.52,42
315,90,2023-12-17,90,7,7.44,22
362,7,2023-03-24,87,2,2.82,4
200,82,2023-01-03,86,1,0.58,0
412,12,2023-03-16,90,3,5.37,12
242,77,2023-08-11,91,3,8.42,16
46,9,2023-05-15,98,7,8.58,14
114,48,2023-02-10,119,2,3.27,16
312,5,2023-07-16,101,5,12.23,2
477,52,2023-11-11,89,5,13.58,27
336,67,2023-05-27,115,5,14.67,8
365,77,2023-01-30,114,7,13.36,4
485,100,2023-03-31,101,7,16.77,84
328,64,2023-08-13,120,3,2.11,0
6,26,2023-12-03,104,11,16.45,22
477,67,2023-05-27,104,9,22.57,25
100,5,2023-11-03,104,5,5.21,4
262,67,2023-12-24,86,3,5.7,7
119,79,2023-03-28,105,3,5.24,6
346,5,2023-07-04,94,7,15.61,4
123,84,2023-01-01,105,6,14.34,45
500,21,2023-02-14,99,1,2.82,4
142,100,2023-07-24,92,7,7.54,3
181,86,2023-07-22,113,1,1.66,1
208,76,2023-04-13,106,2,1.81,4
266,2,2023-12-27,90,4,2.93,13
36,12,2023-10-09,84,3,7.95,38
146,93,2023-10-14,111,4,7.49,25
469,75,2023-06-28,111,6,17.31,21
178,36,2023-04-26,116,8,10.2,8
311,25,2023-08-21,101,8,6.0,11
477,52,2023-10-22,108,4,5.87,19
3,34,2023-03-31,98,5,5.94,3
209,65,2023-02-24,85,5,5.95,4
287,10,2023-09-15,85,8,4.76,152
151,44,2023-03-01,94,4,8.54,1
412,66,2023-05-12,92,5,14.1,13
449,69,2023-10-22,113,11,31.9,21
129,89,2023-08-15,114,4,8.24,1
495,49,2023-10-16,111,2,3.0,8
248,99,2023-05-05,98,6,11.48,17
388,44,2023-08-23,94,4,9.57,15
349,59,2023-10-28,113,4,10.51,16
442,4,2023-09-04,91,4,10.44,12
60,34,2023-02-04,107,5,14.79,41
196,82,2023-04-23,88,3,6.38,21
347,90,2023-04-28,108,7,11.15,4
410,41,2023-07-31,102,7,13.63,36
490,46,2023-09-22,119,5,14.72,49
275,2,2023-12-25,95,4,3.49,63
427,34,2023-05-08,97,3,5.61,0
148,12,2023-07-24,108,6,3.78,7
345,96,2023-06-25,82,5,9.58,23
39,71,2023-04-02,101,3,2.53,28
244,41,2023-07-01,103,3,8.05,20
112,74,2023-05-18,105,4,11.79,31
94,96,2023-12-16,94,6,7.46,16
477,25,2023-09-13,90,6,7.01,51
378,26,2023-05-01,99,7,16.8,15
377,31,2023-05-16,99,10,13.19,128
106,30,2023-04-14,105,6,7.09,9
428,32,2023-11-13,86,3,7.22,14
183,20,2023-02-24,85,5,14.51,27
62,11,2023-12-13,89,5,2.85,0
490,85,2023-09-10,87,4,6.87,2
315,1,2023-10-05,105,4,2.14,1
491,6,2023-09-04,97,4,8.28,15
191,80,2023-06-11,92,5,13.26,34
253,74,2023-05-21,101,4,10.79,0
252,24,2023-09-19,105,6,10.27,3
144,51,2023-04-24,93,5,7.67,1
385,74,2023-03-07,106,6,10.65,17
28,68,2023-08-05,103,9,17.75,16
245,70,2023-01-17,98,3,3.7,17
258,45,2023-07-21,94,2,4.81,0
441,88,2023-03-31,102,3,6.13,10
235,16,2023-12-24,104,5,11.03,2
266,59,2023-06-11,95,2,1.98,6
353,2,2023-01-07,109,4,2.82,15
346,27,2023-07-14,93,9,7.0,10
298,13,2023-06-16,99,6,16.47,12
186,79,2023-05-13,118,3,1.75,1
96,71,2023-05-15,105,7,12.86,55
122,35,2023-08-30,103,5,9.17,43
491,79,2023-06-25,108,7,10.0,1
188,24,2023-09-13,96,2,5.62,0
218,27,2023-08-03,118,5,7.38,33
359,97,2023-07-10,103,4,6.88,91
187,52,2023-05-24,91,3,7.24,21
231,24,2023-10-20,94,1,1.57,2
68,74,2023-12-18,92,4,7.99,2
118,13,2023-05-19,96,5,6.81,24
412,31,2023-10-12,116,6,17.38,5
222,49,2023-04-11,107,6,8.27,11
75,95,2023-03-18,105,5,4.85,0
243,2,2023-04-01,130,7,7.02,54
216,64,2023-03-10,109,9,8.88,42
458,81,2023-09-22,124,3,2.91,10
274,93,2023-06-11,109,6,7.85,12
403,63,2023-06-03,105,7,6.23,54
129,72,2023-10-18,80,5,13.19,7
25,51,2023-02-20,95,3,7.58,22
354,21,2023-01-31,88,6,8.06,30
111,33,2023-09-01,78,2,5.15,4
